GK,1056,8.534217
SDSL,8412,8.529248
TRIM26,3054,8.503037
EMCN,5827,8.49373
ZNF34,7608,8.491302
TNNC2,2861,8.485904
WFDC2,4128,8.483855
FMN2,6564,8.483854
RFPL1,2378,8.481216
KAT8,7829,8.476557
KNDC1,8112,8.473285
PJVK,9909,8.451994
ANKRD37,9700,8.448409
ELOVL7,7485,8.447288
POMT1,4231,8.436214
MFSD9,7999,8.435529
SCAMP5,9192,8.4329
DPY19L2,9487,8.431527
POU6F2,4542,8.428785
MYBPHL,9663,8.421407
NRG2,3692,8.421078
MRPL48,5801,8.419782
NFKBIZ,7052,8.411279
MAN2A2,1599,8.409457
DUSP1,753,8.39539
GNAS,1079,8.387689
HECW1,4699,8.387451
ABCC5,3954,8.373574
ANKRD9,8593,8.369111
STK40,7780,8.363928
EXTL2,876,8.358498
MRPL34,7152,8.358211
TSEN54,9505,8.340943
TRMT10A,8345,8.339649
ATP8B2,6689,8.334448
CUX1,640,8.331913
ZNF133,3042,8.325343
POU2F2,2108,8.324163
BICRAL,4918,8.318207
NEIL1,7349,8.316411
INPP5F,4610,8.305989
MPDU1,3680,8.297587
PKD2,2049,8.294638
FAM57B,7751,8.292762
MIR9-3HG,9405,8.288639
FAM76B,8870,8.285374
MAML1,3823,8.282927
UTRN,2964,8.282257
STN1,7484,8.269546
KHDC4,4617,8.263608
TBC1D1,4769,8.255715
LGI3,9272,8.25523
ZMYM5,3526,8.253138
ITFG2,6464,8.252359
LRPPRC,3993,8.249511
SLTM,7411,8.246198
PDE7A,1971,8.240978
KDF1,8667,8.239783
GHRLOS,9994,8.238792
CCDC47,6628,8.238493
CLN6,6095,8.237712
ADAMTS5,4453,8.237335
NIPAL3,6682,8.230609
TMCO6,6296,8.228437
BCAT1,257,8.218513
CCNB1IP1,6880,8.213315
RALB,2328,8.211944
TRIP4,3579,8.209598
CCDC88B,9479,8.206737
LAMA3,1513,8.200889
VSTM2A,9364,8.183827
FNDC4,7121,8.173936
CEP57,3774,8.173523
C18orf25,8925,8.17268
ABHD11,7707,8.170199
AFTPH,6016,8.168031
GNB3,1083,8.161912
IL1RAP,1360,8.158322
SHMT1,2562,8.156673
PXN,2300,8.156521
LIAS,4423,8.155929
CCDC152,10002,8.155086
DDB2,678,8.152476
GSDMB,6476,8.151044
GPR108,6593,8.145844
ATP6V1E2,8183,8.138778
INSM2,7971,8.13614
DLC1,4122,8.13452
CBX7,4911,8.133823
CEMIP,6694,8.133138
MPP5,7060,8.121803
TICAM1,8940,8.109611
LIN28B,9800,8.09516
ADSSL1,8597,8.091689
EIF1AX,803,8.090359
CD274,5429,8.089519
STX8,3657,8.082659
CLEC4M,4097,8.081505
DPY19L2P4,9899,8.076357
HSPB2,1302,8.075972
DNAJC5G,9542,8.064732
KANK4,9133,8.061548
NSMAF,3202,8.05901
KIAA1107,4807,8.058147
FKBP7,5812,8.05392
KIF5A,1487,8.050258
SDHAF2,6078,8.049413
FGF7P3,9971,8.049317
KYAT1,389,8.047526
DCLRE1A,3896,8.046966
C16orf72,5396,8.039783
ZNF273,4321,8.036905
ZNF630,6702,8.036069
PLEKHM1,3845,8.034799
SLC35B4,8039,8.028518
TPTE2P1,9957,8.022964
CAST,367,8.021259
MCM3,1628,8.020813
RNLS,6273,8.020796
PPP3CC,2149,8.016574
RPS28,2476,8.009953
RPUSD2,5272,7.992771
MAP3K13,3517,7.985056
EML2,5011,7.98377
BACE2,5047,7.983158
SLC25A32,7630,7.978484
GMPR,1071,7.968326
RSAD1,6265,7.962045
ZNF385B,8994,7.960002
C16orf45,8147,7.959982
ROCK2,3653,7.95807
EEF2K,5458,7.954646
LXN,6592,7.953482
ANKZF1,6172,7.950528
PPP1R3B,7348,7.94724
MAP3K14,3452,7.943317
PLCB1,4780,7.935423
PIGK,3938,7.93468
SUMF2,5065,7.932489
KCNH4,4878,7.930387
BICDL2,8909,7.92979
ABCB7,8,7.922523
RAB11FIP5,5155,7.90798
BRWD3,9396,7.907407
GSE1,4760,7.901515
TCHP,7867,7.901354
CKMT1A,9918,7.897102
CCR10,1104,7.879177
LINC00999,9820,7.875552
RTKN2,9305,7.8752
RSAD2,8245,7.874411
ERMP1,7472,7.871884
VPS54,5775,7.870746
PHTF1,4302,7.867223
ATP1A3,208,7.866631
C9orf72,9274,7.866093
ANKS3,8628,7.86435
LRRC8C,7851,7.860659
RNF168,9144,7.854846
CCDC57,9506,7.852656
TMEM35A,6936,7.849253
STAG3L4,7144,7.846799
SMAD7,1592,7.844512
MID2,4432,7.844029
CYTH1,3558,7.843407
SLC46A3,9493,7.842179
MLPH,7247,7.839441
ZNF598,8207,7.836912
ZFYVE9,3604,7.835223
ECSIT,5684,7.833698
SORCS1,8449,7.833465
P3H1,7033,7.832231
METTL17,7087,7.826979
POU3F2,2110,7.820134
ANAPC4,5476,7.818719
B3GNT9,7989,7.81492
AAAS,3129,7.810456
SNRNP35,4440,7.8094
FOSB,969,7.80853
INHBA,1384,7.800468
BEND7,9369,7.799066
CA13,9741,7.790859
CACNA1A,335,7.785242
ARL13B,9238,7.785132
ZNF692,6361,7.784292
GNPTG,7953,7.777251
GTF3A,1182,7.772822
WIPI1,6131,7.769157
THEMIS,9751,7.768706
ST6GALNAC1,6443,7.767775
ZBTB8OS,9624,7.765589
GFRA2,1044,7.764339
DVL2,761,7.753223
PGBD4,9107,7.750992
PLOD2,2070,7.747657
DNASE1L2,722,7.740323
TLX2,1271,7.739633
NXPH3,4524,7.736712
CNNM1,5223,7.733892
IL17RA,5006,7.732636
USP3,3909,7.732422
KIF5B,1488,7.726484
SLC25A5,127,7.725492
YPEL4,9295,7.722061
CRISPLD1,7740,7.72037
SLC22A23,6970,7.714242
LPCAT4,9403,7.705735
IFIH1,7024,7.702397
RHOQ,4890,7.698623
TCF7L2,2776,7.698615
TRAF3IP1,5181,7.696705
SH3PXD2A,3738,7.684862
GTF3C3,3581,7.684419
TSC22D1,3384,7.683432
NELFA,2997,7.683193
TRPT1,7748,7.681861
NR1D1,3704,7.680318
WNT3,2998,7.673798
BRSK2,3454,7.668437
PLPP7,8004,7.664971
MRS2,6711,7.661608
C1orf174,9621,7.659577
CEP135,3753,7.658959
ZNF487,9936,7.658199
STX1B,8387,7.657783
LEF1,5640,7.657649
NR3C2,1680,7.655336
PACSIN3,5432,7.654701
BMS1,3820,7.652391
UBAC1,4140,7.649755
PNISR,5104,7.648992
RNF220,6195,7.647778
DENND4B,3882,7.64433
BACH2,6944,7.640316
MRPL16,6077,7.631683
IFI27,1338,7.622992
SRXN1,8855,7.618115
NUDT8,9404,7.616359
GOLGA7B,9851,7.614577
DUT,760,7.609091
CERK,7107,7.608103
MAT2B,5358,7.60785
NFIX,1822,7.599284
RMC1,5463,7.598692
EMILIN2,7797,7.597153
ADO,8027,7.596704
WDR91,5397,7.596431
CACNG7,6924,7.59438
ATR,237,7.59196
ZNF791,9121,7.585901
MAT2A,1614,7.584181
PARP3,3941,7.579012
NEFM,1801,7.578441
AK2,94,7.578145
RBM39,3710,7.569491
PEPD,1995,7.567784
TRIM13,4034,7.56655
COL27A1,8091,7.565195
LRRC55,9294,7.555392
RANBP17,7138,7.553827
TBCC,2763,7.552929
MGA,4797,7.552122
AP1S2,3412,7.551571
NOB1,5388,7.549831
HEATR3,6118,7.54868
TRABD,7565,7.539847
BID,276,7.536808
UXS1,7516,7.536684
DGCR2,3921,7.534494
LGR6,6935,7.530593
IRS1,1401,7.524201
PLAT,2058,7.521545
TPR,2884,7.515352
ZDHHC20,9394,7.514812
SHROOM2,155,7.508649
AFF1,1677,7.507908
PRCP,2154,7.506238
FADS6,9504,7.50479
TMEM132C,8289,7.50308
KIF5C,1489,7.497593
RRS1,4767,7.495082
C21orf33,3150,7.488219
DPY19L1P1,10000,7.487264
JAK1,1432,7.484575
JADE1,7475,7.482763
RUNDC3B,9050,7.481016
THBS3,2820,7.480542
HELQ,8408,7.476542
PHF8,4726,7.474683
PPP1R3E,8198,7.474285
ZNF786,8804,7.467168
SLC9A1,2601,7.467074
CEP85L,9748,7.466488
CNTNAP1,3234,7.466412
STK36,5299,7.464773
MAP1LC3B,7676,7.460365
ANTXR2,8553,7.456628
MMP15,1682,7.451866
DUS1L,7019,7.451848
NAGPA,5637,7.451658
MGC16025,8081,7.447368
SEMA5B,5914,7.432046
HERC6,6107,7.427164
LOC284454,9530,7.42467
MDC1,3749,7.413274
BTN3A3,4119,7.413162
MEF2A,1643,7.40337
SDHA,2531,7.393281
ATP11A,4788,7.392629
TSPAN1,3981,7.391284
IFRD2,3096,7.390209
PAGR1,7296,7.377947
HYLS1,9306,7.377417
SYN3,3153,7.376135
RCC1,481,7.372806
IL6R,1363,7.368671
IRF2BP2,9705,7.36671
SENP7,6707,7.364985
ITGB1,1416,7.364388
REEP2,5692,7.358047
YY1AP1,6232,7.354294
